"date","daytype","rides"
"12/02/2012","U","5,225"
"12/03/2012","W","6,208"
"12/04/2012","W","6,345"
"12/05/2012","W","6,392"
"12/06/2012","W","6,616"
"12/07/2012","W","7,115"
"12/08/2012","A","8,845"
"12/09/2012","U","4,226"
"12/10/2012","W","6,040"
"12/11/2012","W","6,200"
"12/12/2012","W","6,228"
"12/13/2012","W","6,680"
"12/14/2012","W","7,448"
"12/15/2012","A","5,662"
"12/16/2012","U","4,869"
"12/17/2012","W","5,950"
"12/18/2012","W","6,043"
"12/19/2012","W","5,996"
"12/20/2012","W","5,554"
"12/21/2012","W","5,603"
"12/22/2012","A","3,851"
"12/23/2012","U","2,861"
"12/24/2012","W","1,940"
"12/25/2012","U","825"
"12/26/2012","W","2,581"
"12/27/2012","W","3,758"
"12/28/2012","W","4,597"
"12/29/2012","A","4,258"
"12/30/2012","U","3,934"
"12/31/2012","W","5,583"
"01/01/2013","U","4,851"
"01/02/2013","W","4,979"
"01/03/2013","W","5,537"
"01/04/2013","W","5,988"
"01/05/2013","A","4,532"
"01/06/2013","U","3,496"
"01/07/2013","W","5,950"
"01/08/2013","W","6,044"
"01/09/2013","W","6,164"
"01/10/2013","W","6,277"
"01/11/2013","W","6,762"
"01/12/2013","A","5,730"
"01/13/2013","U","3,931"
"01/14/2013","W","6,051"
"01/15/2013","W","6,363"
"01/16/2013","W","6,799"
"01/17/2013","W","6,434"
"01/18/2013","W","6,970"
"01/19/2013","A","6,111"
"01/20/2013","U","4,402"
"01/21/2013","W","4,316"
"01/22/2013","W","5,648"
"01/23/2013","W","6,037"
"01/24/2013","W","6,252"
"01/25/2013","W","6,507"
"01/26/2013","A","5,629"
"01/27/2013","U","3,913"
"01/28/2013","W","6,131"
"01/29/2013","W","6,298"
"01/30/2013","W","6,428"
"01/31/2013","W","6,336"
"02/01/2013","W","6,014"
"02/02/2013","A","4,945"
"02/03/2013","U","4,154"
"02/04/2013","W","6,214"
"02/05/2013","W","6,629"
"02/06/2013","W","6,508"
"02/07/2013","W","6,539"
"02/08/2013","W","6,884"
"02/09/2013","A","5,554"
"02/10/2013","U","4,123"
"02/11/2013","W","6,061"
"02/12/2013","W","6,129"
"02/13/2013","W","6,469"
"02/14/2013","W","6,629"
"02/15/2013","W","6,900"
"02/16/2013","A","5,751"
"02/17/2013","U","4,802"
"02/18/2013","W","5,221"
"02/19/2013","W","6,101"
"02/20/2013","W","6,431"
"02/21/2013","W","6,526"
"02/22/2013","W","6,846"
"02/23/2013","A","5,228"
"02/24/2013","U","3,730"
"02/25/2013","W","6,117"
"02/26/2013","W","6,093"
"02/27/2013","W","6,432"
"02/28/2013","W","6,390"
"03/01/2013","W","6,771"
"03/02/2013","A","5,422"
"03/03/2013","U","4,070"
"03/04/2013","W","6,531"
"03/05/2013","W","6,270"
"03/06/2013","W","6,694"
"03/07/2013","W","6,925"
"03/08/2013","W","7,274"
"03/09/2013","A","6,134"
"03/10/2013","U","4,277"
"03/11/2013","W","6,359"
"03/12/2013","W","6,623"
"03/13/2013","W","7,062"
"03/14/2013","W","6,953"
"03/15/2013","W","9,112"
"03/16/2013","A","17,148"
"03/17/2013","U","8,567"
"03/18/2013","W","6,744"
"03/19/2013","W","6,597"
"03/20/2013","W","6,413"
"03/21/2013","W","6,627"
"03/22/2013","W","7,085"
"03/23/2013","A","6,042"
"03/24/2013","U","4,433"
"03/25/2013","W","5,497"
"03/26/2013","W","5,752"
"03/27/2013","W","5,902"
"03/28/2013","W","6,279"
"03/29/2013","W","6,149"
"03/30/2013","A","5,074"
"03/31/2013","U","3,455"
"04/01/2013","W","6,109"
"04/02/2013","W","6,864"
"04/03/2013","W","6,809"
"04/04/2013","W","7,408"
"04/05/2013","W","7,467"
"04/06/2013","A","6,129"
"04/07/2013","U","5,202"
"04/08/2013","W","14,756"
"04/09/2013","W","10,930"
"04/10/2013","W","7,367"
"04/11/2013","W","9,837"
"04/12/2013","W","11,954"
"04/13/2013","A","13,355"
"04/14/2013","U","12,428"
"04/15/2013","W","6,291"
"04/16/2013","W","10,820"
"04/17/2013","W","7,286"
"04/18/2013","W","8,363"
"04/19/2013","W","7,040"
"04/20/2013","A","6,719"
"04/21/2013","U","4,424"
"04/22/2013","W","6,332"
"04/23/2013","W","6,218"
"04/24/2013","W","6,949"
"04/25/2013","W","7,189"
"04/26/2013","W","7,512"
"04/27/2013","A","6,962"
"04/28/2013","U","4,879"
"04/29/2013","W","11,063"
"04/30/2013","W","11,310"
"05/01/2013","W","11,577"
"05/02/2013","W","10,932"
"05/03/2013","W","11,756"
"05/04/2013","A","13,844"
"05/05/2013","U","12,072"
"05/06/2013","W","10,037"
"05/07/2013","W","12,340"
"05/08/2013","W","11,759"
"05/09/2013","W","5,706"
"05/10/2013","W","7,032"
"05/11/2013","A","6,530"
"05/12/2013","U","4,057"
"05/13/2013","W","11,160"
"05/14/2013","W","12,927"
"05/15/2013","W","13,889"
"05/16/2013","W","7,275"
"05/17/2013","W","14,942"
"05/18/2013","A","14,246"
"05/19/2013","U","12,266"
"05/20/2013","W","6,491"
"05/21/2013","W","6,396"
"05/22/2013","W","6,698"
"05/23/2013","W","6,702"
"05/24/2013","W","6,684"
"05/25/2013","A","5,871"
"05/26/2013","U","5,958"
"05/27/2013","U","3,646"
"05/28/2013","W","6,323"
"05/29/2013","W","13,403"
"05/30/2013","W","14,189"
"05/31/2013","W","11,467"
"06/01/2013","A","10,836"
"06/02/2013","U","11,242"
"06/03/2013","W","6,662"
"06/04/2013","W","6,995"
"06/05/2013","W","6,818"
"06/06/2013","W","7,363"
"06/07/2013","W","15,267"
"06/08/2013","A","16,128"
"06/09/2013","U","11,732"
"06/10/2013","W","11,937"
"06/11/2013","W","11,077"
"06/12/2013","W","11,479"
"06/13/2013","W","14,758"
"06/14/2013","W","7,709"
"06/15/2013","A","7,455"
"06/16/2013","U","6,084"
"06/17/2013","W","7,166"
"06/18/2013","W","7,033"
"06/19/2013","W","6,716"
"06/20/2013","W","7,052"
"06/21/2013","W","15,495"
"06/22/2013","A","17,331"
"06/23/2013","U","14,217"
"06/24/2013","W","6,995"
"06/25/2013","W","7,038"
"06/26/2013","W","6,360"
"06/27/2013","W","7,155"
"06/28/2013","W","11,167"
"06/29/2013","A","8,300"
"06/30/2013","U","19,597"
"07/01/2013","W","6,909"
"07/02/2013","W","6,612"
"07/03/2013","W","6,615"
"07/04/2013","U","5,453"
"07/05/2013","W","16,772"
"07/06/2013","A","15,787"
"07/07/2013","U","12,838"
"07/08/2013","W","6,455"
"07/09/2013","W","12,190"
"07/10/2013","W","13,809"
"07/11/2013","W","14,694"
"07/12/2013","W","17,552"
"07/13/2013","A","17,331"
"07/14/2013","U","14,501"
"07/15/2013","W","6,833"
"07/16/2013","W","6,507"
"07/17/2013","W","6,777"
"07/18/2013","W","8,919"
"07/19/2013","W","11,574"
"07/20/2013","A","18,627"
"07/21/2013","U","8,039"
"07/22/2013","W","6,809"
"07/23/2013","W","6,992"
"07/24/2013","W","7,163"
"07/25/2013","W","6,937"
"07/26/2013","W","7,732"
"07/27/2013","A","7,695"
"07/28/2013","U","5,813"
"07/29/2013","W","14,335"
"07/30/2013","W","18,006"
"07/31/2013","W","12,411"
"08/01/2013","W","14,817"
"08/02/2013","W","16,086"
"08/03/2013","A","18,007"
"08/04/2013","U","16,051"
"08/05/2013","W","6,743"
"08/06/2013","W","6,713"
"08/07/2013","W","6,295"
"08/08/2013","W","6,940"
"08/09/2013","W","7,522"
"08/10/2013","A","9,993"
"08/11/2013","U","7,996"
"08/12/2013","W","13,426"
"08/13/2013","W","13,814"
"08/14/2013","W","14,229"
"08/15/2013","W","6,960"
"08/16/2013","W","16,092"
"08/17/2013","A","17,232"
"08/18/2013","U","12,748"
"08/19/2013","W","11,297"
"08/20/2013","W","11,745"
"08/21/2013","W","11,673"
"08/22/2013","W","12,695"
"08/23/2013","W","7,248"
"08/24/2013","A","7,029"
"08/25/2013","U","5,526"
"08/26/2013","W","6,250"
"08/27/2013","W","6,215"
"08/28/2013","W","6,467"
"08/29/2013","W","7,021"
"08/30/2013","W","14,229"
"08/31/2013","A","14,429"
"09/01/2013","U","13,747"
"09/02/2013","U","8,676"
"09/03/2013","W","10,323"
"09/04/2013","W","9,560"
"09/05/2013","W","7,036"
"09/06/2013","W","12,241"
"09/07/2013","A","14,018"
"09/08/2013","U","10,655"
"09/09/2013","W","6,541"
"09/10/2013","W","6,661"
"09/11/2013","W","7,297"
"09/12/2013","W","7,729"
"09/13/2013","W","8,100"
"09/14/2013","A","7,653"
"09/15/2013","U","5,329"
"09/16/2013","W","7,063"
"09/17/2013","W","7,033"
"09/18/2013","W","7,108"
"09/19/2013","W","7,339"
"09/20/2013","W","13,336"
"09/21/2013","A","14,824"
"09/22/2013","U","11,917"
"09/23/2013","W","11,264"
"09/24/2013","W","12,441"
"09/25/2013","W","11,422"
"09/26/2013","W","7,571"
"09/27/2013","W","7,765"
"09/28/2013","A","7,027"
"09/29/2013","U","5,600"
"09/30/2013","W","6,830"
"10/01/2013","W","6,988"
"10/02/2013","W","7,113"
"10/03/2013","W","7,361"
"10/04/2013","W","7,867"
"10/05/2013","A","7,220"
"10/06/2013","U","5,425"
"10/07/2013","W","6,777"
"10/08/2013","W","7,116"
"10/09/2013","W","7,149"
"10/10/2013","W","7,790"
"10/11/2013","W","7,943"
"10/12/2013","A","7,588"
"10/13/2013","U","9,999"
"10/14/2013","W","6,610"
"10/15/2013","W","7,216"
"10/16/2013","W","7,229"
"10/17/2013","W","7,497"
"10/18/2013","W","8,049"
"10/19/2013","A","7,477"
"10/20/2013","U","5,284"
"10/21/2013","W","6,847"
"10/22/2013","W","6,913"
"10/23/2013","W","7,055"
"10/24/2013","W","7,545"
"10/25/2013","W","7,982"
"10/26/2013","A","7,246"
"10/27/2013","U","6,099"
"10/28/2013","W","6,765"
"10/29/2013","W","7,184"
"10/30/2013","W","7,188"
"10/31/2013","W","7,987"
"11/01/2013","W","8,512"
"11/02/2013","A","6,983"
"11/03/2013","U","6,137"
"11/04/2013","W","6,865"
"11/05/2013","W","7,042"
"11/06/2013","W","6,929"
"11/07/2013","W","7,476"
"11/08/2013","W","7,886"
"11/09/2013","A","7,183"
"11/10/2013","U","5,718"
"11/11/2013","W","6,184"
"11/12/2013","W","6,663"
"11/13/2013","W","7,073"
"11/14/2013","W","7,170"
"11/15/2013","W","7,795"
"11/16/2013","A","6,931"
"11/17/2013","U","4,888"
"11/18/2013","W","6,736"
"11/19/2013","W","7,011"
"11/20/2013","W","6,897"
"11/21/2013","W","7,119"
"11/22/2013","W","7,594"
"11/23/2013","A","6,580"
"11/24/2013","U","4,289"
"11/25/2013","W","6,276"
"11/26/2013","W","6,447"
"11/27/2013","W","5,080"
"11/28/2013","U","2,321"
"11/29/2013","W","3,725"
"11/30/2013","A","4,321"
"12/01/2013","U","3,343"
"12/02/2013","W","6,016"
"12/03/2013","W","6,312"
"12/04/2013","W","6,497"
"12/05/2013","W","6,800"
"12/06/2013","W","6,879"
"12/07/2013","A","5,546"
"12/08/2013","U","4,331"
"12/09/2013","W","6,504"
"12/10/2013","W","6,227"
"12/11/2013","W","6,467"
"12/12/2013","W","6,289"
"12/13/2013","W","7,384"
"12/14/2013","A","8,384"
"12/15/2013","U","4,254"
"12/16/2013","W","5,941"
"12/17/2013","W","6,250"
"12/18/2013","W","6,225"
"12/19/2013","W","6,327"
"12/20/2013","W","6,085"
"12/21/2013","A","4,501"
"12/22/2013","U","3,297"
"12/23/2013","W","3,909"
"12/24/2013","W","2,304"
"12/25/2013","U","863"
"12/26/2013","W","2,695"
"12/27/2013","W","4,090"
"12/28/2013","A","4,352"
"12/29/2013","U","3,583"
"12/30/2013","W","4,786"
"12/31/2013","W","6,039"
"01/01/2014","U","5,598"
"01/02/2014","W","4,888"
"01/03/2014","W","5,492"
"01/04/2014","A","4,375"
"01/05/2014","U","3,139"
"01/06/2014","W","2,281"
"01/07/2014","W","4,404"
"01/08/2014","W","6,097"
"01/09/2014","W","6,537"
"01/10/2014","W","6,576"
"01/11/2014","A","5,376"
"01/12/2014","U","4,429"
"01/13/2014","W","6,415"
"01/14/2014","W","6,513"
"01/15/2014","W","6,410"
"01/16/2014","W","6,529"
"01/17/2014","W","6,688"
"01/18/2014","A","5,169"
"01/19/2014","U","4,752"
"01/20/2014","W","5,084"
"01/21/2014","W","6,264"
"01/22/2014","W","6,196"
"01/23/2014","W","6,131"
"01/24/2014","W","6,194"
"01/25/2014","A","4,895"
"01/26/2014","U","3,882"
"01/27/2014","W","4,320"
"01/28/2014","W","4,500"
"01/29/2014","W","6,355"
"01/30/2014","W","6,613"
"01/31/2014","W","6,794"
"02/01/2014","A","5,395"
"02/02/2014","U","4,292"
"02/03/2014","W","6,279"
"02/04/2014","W","6,421"
"02/05/2014","W","6,660"
"02/06/2014","W","6,409"
"02/07/2014","W","6,521"
"02/08/2014","A","5,175"
"02/09/2014","U","3,873"
"02/10/2014","W","6,042"
"02/11/2014","W","6,429"
"02/12/2014","W","6,196"
"02/13/2014","W","6,939"
"02/14/2014","W","6,763"
"02/15/2014","A","5,634"
"02/16/2014","U","4,659"
"02/17/2014","W","5,265"
"02/18/2014","W","6,602"
"02/19/2014","W","6,752"
"02/20/2014","W","6,869"
"02/21/2014","W","6,981"
"02/22/2014","A","6,009"
"02/23/2014","U","4,498"
"02/24/2014","W","6,287"
"02/25/2014","W","6,473"
"02/26/2014","W","6,211"
"02/27/2014","W","6,260"
"02/28/2014","W","6,785"
"03/01/2014","A","5,634"
"03/02/2014","U","3,886"
"03/03/2014","W","6,044"
"03/04/2014","W","6,731"
"03/05/2014","W","6,793"
"03/06/2014","W","6,705"
"03/07/2014","W","6,993"
"03/08/2014","A","6,672"
"03/09/2014","U","4,362"
"03/10/2014","W","6,628"
"03/11/2014","W","6,786"
"03/12/2014","W","6,612"
"03/13/2014","W","7,195"
"03/14/2014","W","8,316"
"03/15/2014","A","15,041"
"03/16/2014","U","7,520"
"03/17/2014","W","7,009"
"03/18/2014","W","7,200"
"03/19/2014","W","7,011"
"03/20/2014","W","6,923"
"03/21/2014","W","7,346"
"03/22/2014","A","5,743"
"03/23/2014","U","4,051"
"03/24/2014","W","5,995"
"03/25/2014","W","6,070"
"03/26/2014","W","6,196"
"03/27/2014","W","6,441"
"03/28/2014","W","7,149"
"03/29/2014","A","5,885"
"03/30/2014","U","5,169"
"03/31/2014","W","6,673"
"04/01/2014","W","7,011"
"04/02/2014","W","7,124"
"04/03/2014","W","7,124"
"04/04/2014","W","15,808"
"04/05/2014","A","13,777"
"04/06/2014","U","10,447"
"04/07/2014","W","6,414"
"04/08/2014","W","9,944"
"04/09/2014","W","10,975"
"04/10/2014","W","11,068"
"04/11/2014","W","7,715"
"04/12/2014","A","7,664"
"04/13/2014","U","4,560"
"04/14/2014","W","5,978"
"04/15/2014","W","6,484"
"04/16/2014","W","6,774"
"04/17/2014","W","6,973"
"04/18/2014","W","14,361"
"04/19/2014","A","14,053"
"04/20/2014","U","9,534"
"04/21/2014","W","9,336"
"04/22/2014","W","12,613"
"04/23/2014","W","14,204"
"04/24/2014","W","12,066"
"04/25/2014","W","7,639"
"04/26/2014","A","7,331"
"04/27/2014","U","4,676"
"04/28/2014","W","6,295"
"04/29/2014","W","6,653"
"04/30/2014","W","6,630"
"05/01/2014","W","7,039"
"05/02/2014","W","13,438"
"05/03/2014","A","13,938"
"05/04/2014","U","9,366"
"05/05/2014","W","12,376"
"05/06/2014","W","13,203"
"05/07/2014","W","7,172"
"05/08/2014","W","7,425"
"05/09/2014","W","7,472"
"05/10/2014","A","6,071"
"05/11/2014","U","4,281"
"05/12/2014","W","6,416"
"05/13/2014","W","6,929"
"05/14/2014","W","6,884"
"05/15/2014","W","6,948"
"05/16/2014","W","13,543"
"05/17/2014","A","13,078"
"05/18/2014","U","11,709"
"05/19/2014","W","6,778"
"05/20/2014","W","14,919"
"05/21/2014","W","15,569"
"05/22/2014","W","7,522"
"05/23/2014","W","8,366"
"05/24/2014","A","6,390"
"05/25/2014","U","5,897"
"05/26/2014","U","4,163"
"05/27/2014","W","6,326"
"05/28/2014","W","6,767"
"05/29/2014","W","6,857"
"05/30/2014","W","7,439"
"05/31/2014","A","6,892"
"06/01/2014","U","5,349"
"06/02/2014","W","6,562"
"06/03/2014","W","12,761"
"06/04/2014","W","11,050"
"06/05/2014","W","12,962"
"06/06/2014","W","14,171"
"06/07/2014","A","13,737"
"06/08/2014","U","11,898"
"06/09/2014","W","6,732"
"06/10/2014","W","6,671"
"06/11/2014","W","6,776"
"06/12/2014","W","7,301"
"06/13/2014","W","8,164"
"06/14/2014","A","7,495"
"06/15/2014","U","4,889"
"06/16/2014","W","6,564"
"06/17/2014","W","6,607"
"06/18/2014","W","6,501"
"06/19/2014","W","6,612"
"06/20/2014","W","15,856"
"06/21/2014","A","17,043"
"06/22/2014","U","16,026"
"06/23/2014","W","12,243"
"06/24/2014","W","12,414"
"06/25/2014","W","12,414"
"06/26/2014","W","12,418"
"06/27/2014","W","14,275"
"06/28/2014","A","21,331"
"06/29/2014","U","20,653"
"06/30/2014","W","6,530"
"07/01/2014","W","6,491"
"07/02/2014","W","6,340"
"07/03/2014","W","6,427"
"07/04/2014","U","5,589"
"07/05/2014","A","6,199"
"07/06/2014","U","4,579"
"07/07/2014","W","6,273"
"07/08/2014","W","6,709"
"07/09/2014","W","6,577"
"07/10/2014","W","6,868"
"07/11/2014","W","17,521"
"07/12/2014","A","14,595"
"07/13/2014","U","14,405"
"07/14/2014","W","6,372"
"07/15/2014","W","6,518"
"07/16/2014","W","6,543"
"07/17/2014","W","6,710"
"07/18/2014","W","12,834"
"07/19/2014","A","15,376"
"07/20/2014","U","7,041"
"07/21/2014","W","6,449"
"07/22/2014","W","14,036"
"07/23/2014","W","13,009"
"07/24/2014","W","13,639"
"07/25/2014","W","18,074"
"07/26/2014","A","18,637"
"07/27/2014","U","13,310"
"07/28/2014","W","11,865"
"07/29/2014","W","11,117"
"07/30/2014","W","13,048"
"07/31/2014","W","15,044"
"08/01/2014","W","8,003"
"08/02/2014","A","7,746"
"08/03/2014","U","6,025"
"08/04/2014","W","6,424"
"08/05/2014","W","6,682"
"08/06/2014","W","6,684"
"08/07/2014","W","6,621"
"08/08/2014","W","17,230"
"08/09/2014","A","18,608"
"08/10/2014","U","15,122"
"08/11/2014","W","11,406"
"08/12/2014","W","11,285"
"08/13/2014","W","12,487"
"08/14/2014","W","13,849"
"08/15/2014","W","6,684"
"08/16/2014","A","6,744"
"08/17/2014","U","4,835"
"08/18/2014","W","6,075"
"08/19/2014","W","12,073"
"08/20/2014","W","12,882"
"08/21/2014","W","11,947"
"08/22/2014","W","15,871"
"08/23/2014","A","15,679"
"08/24/2014","U","11,614"
"08/25/2014","W","5,988"
"08/26/2014","W","6,252"
"08/27/2014","W","6,528"
"08/28/2014","W","6,664"
"08/29/2014","W","6,923"
"08/30/2014","A","6,619"
"08/31/2014","U","5,870"
"09/01/2014","U","10,030"
"09/02/2014","W","10,202"
"09/03/2014","W","11,240"
"09/04/2014","W","7,169"
"09/05/2014","W","13,793"
"09/06/2014","A","14,481"
"09/07/2014","U","10,847"
"09/08/2014","W","6,769"
"09/09/2014","W","6,998"
"09/10/2014","W","7,118"
"09/11/2014","W","7,615"
"09/12/2014","W","7,338"
"09/13/2014","A","11,475"
"09/14/2014","U","6,857"
"09/15/2014","W","11,290"
"09/16/2014","W","10,873"
"09/17/2014","W","10,779"
"09/18/2014","W","12,659"
"09/19/2014","W","15,329"
"09/20/2014","A","14,146"
"09/21/2014","U","11,475"
"09/22/2014","W","11,230"
"09/23/2014","W","11,407"
"09/24/2014","W","12,303"
"09/25/2014","W","7,691"
"09/26/2014","W","7,910"
"09/27/2014","A","6,788"
"09/28/2014","U","5,241"
"09/29/2014","W","6,940"
"09/30/2014","W","7,005"
"10/01/2014","W","7,298"
"10/02/2014","W","7,355"
"10/03/2014","W","7,358"
"10/04/2014","A","5,963"
"10/05/2014","U","4,521"
"10/06/2014","W","6,944"
"10/07/2014","W","7,071"
"10/08/2014","W","7,356"
"10/09/2014","W","7,379"
"10/10/2014","W","7,792"
"10/11/2014","A","6,746"
"10/12/2014","U","9,000"
"10/13/2014","W","6,518"
"10/14/2014","W","6,933"
"10/15/2014","W","7,303"
"10/16/2014","W","7,543"
"10/17/2014","W","8,075"
"10/18/2014","A","7,140"
"10/19/2014","U","5,067"
"10/20/2014","W","6,985"
"10/21/2014","W","7,147"
"10/22/2014","W","7,189"
"10/23/2014","W","7,390"
"10/24/2014","W","7,646"
"10/25/2014","A","6,503"
"10/26/2014","U","5,412"
"10/27/2014","W","6,760"
"10/28/2014","W","7,077"
"10/29/2014","W","7,144"
"10/30/2014","W","7,466"
"10/31/2014","W","8,308"
"11/01/2014","A","8,134"
"11/02/2014","U","5,818"
"11/03/2014","W","6,933"
"11/04/2014","W","6,923"
"11/05/2014","W","7,323"
"11/06/2014","W","7,447"
"11/07/2014","W","7,342"
"11/08/2014","A","6,292"
"11/09/2014","U","5,032"
"11/10/2014","W","7,059"
"11/11/2014","W","6,465"
"11/12/2014","W","6,968"
"11/13/2014","W","6,942"
"11/14/2014","W","7,214"
"11/15/2014","A","5,968"
"11/16/2014","U","4,435"
"11/17/2014","W","6,446"
"11/18/2014","W","7,211"
"11/19/2014","W","6,729"
"11/20/2014","W","6,766"
"11/21/2014","W","6,979"
"11/22/2014","A","6,182"
"11/23/2014","U","4,591"
"11/24/2014","W","6,323"
"11/25/2014","W","6,505"
"11/26/2014","W","5,158"
"11/27/2014","U","2,085"
"11/28/2014","W","3,275"
"11/29/2014","A","3,677"
"11/30/2014","U","3,064"
"12/01/2014","W","5,915"
"12/02/2014","W","6,229"
"12/03/2014","W","6,677"
"12/04/2014","W","6,902"
"12/05/2014","W","7,072"
"12/06/2014","A","5,500"
"12/07/2014","U","4,026"
"12/08/2014","W","6,217"
"12/09/2014","W","6,354"
"12/10/2014","W","6,340"
"12/11/2014","W","6,608"
"12/12/2014","W","6,967"
"12/13/2014","A","7,302"
"12/14/2014","U","4,525"
"12/15/2014","W","6,247"
"12/16/2014","W","6,321"
"12/17/2014","W","6,128"
"12/18/2014","W","6,110"
"12/19/2014","W","6,375"
"12/20/2014","A","4,756"
"12/21/2014","U","3,767"
"12/22/2014","W","4,808"
"12/23/2014","W","4,404"
"12/24/2014","W","2,390"
"12/25/2014","U","851"
"12/26/2014","W","2,540"
"12/27/2014","A","2,974"
"12/28/2014","U","2,562"
"12/29/2014","W","4,344"
"12/30/2014","W","4,575"
"12/31/2014","W","8,034"
"01/01/2015","U","5,035"
"01/02/2015","W","4,723"
"01/03/2015","A","3,721"
"01/04/2015","U","3,014"
"01/05/2015","W","5,833"
"01/06/2015","W","5,980"
"01/07/2015","W","4,671"
"01/08/2015","W","5,140"
"01/09/2015","W","5,841"
"01/10/2015","A","4,142"
"01/11/2015","U","3,582"
"01/12/2015","W","6,435"
"01/13/2015","W","6,394"
"01/14/2015","W","6,357"
"01/15/2015","W","6,547"
"01/16/2015","W","6,832"
"01/17/2015","A","5,479"
"01/18/2015","U","4,145"
"01/19/2015","W","4,923"
"01/20/2015","W","6,427"
"01/21/2015","W","6,605"
"01/22/2015","W","6,695"
"01/23/2015","W","6,860"
"01/24/2015","A","5,071"
"01/25/2015","U","3,753"
"01/26/2015","W","6,870"
"01/27/2015","W","6,663"
"01/28/2015","W","6,753"
"01/29/2015","W","6,657"
"01/30/2015","W","6,778"
"01/31/2015","A","5,293"
"02/01/2015","U","3,927"
"02/02/2015","W","5,460"
"02/03/2015","W","6,893"
"02/04/2015","W","6,850"
"02/05/2015","W","6,896"
"02/06/2015","W","6,900"
"02/07/2015","A","5,628"
"02/08/2015","U","3,988"
"02/09/2015","W","6,409"
"02/10/2015","W","6,689"
"02/11/2015","W","6,603"
"02/12/2015","W","6,496"
"02/13/2015","W","6,497"
"02/14/2015","A","4,157"
"02/15/2015","U","3,210"
"02/16/2015","W","4,981"
"02/17/2015","W","6,433"
"02/18/2015","W","6,273"
"02/19/2015","W","5,306"
"02/20/2015","W","6,317"
"02/21/2015","A","4,865"
"02/22/2015","U","3,710"
"02/23/2015","W","5,875"
"02/24/2015","W","6,267"
"02/25/2015","W","6,467"
"02/26/2015","W","6,675"
"02/27/2015","W","6,507"
"02/28/2015","A","4,668"
"03/01/2015","U","3,663"
"03/02/2015","W","6,258"
"03/03/2015","W","6,822"
"03/04/2015","W","6,599"
"03/05/2015","W","6,680"
"03/06/2015","W","6,570"
"03/07/2015","A","5,253"
"03/08/2015","U","3,881"
"03/09/2015","W","6,586"
"03/10/2015","W","6,694"
"03/11/2015","W","7,081"
"03/12/2015","W","7,073"
"03/13/2015","W","7,788"
"03/14/2015","A","16,372"
"03/15/2015","U","6,584"
"03/16/2015","W","6,769"
"03/17/2015","W","7,129"
"03/18/2015","W","7,072"
"03/19/2015","W","6,913"
"03/20/2015","W","7,023"
"03/21/2015","A","5,330"
"03/22/2015","U","3,549"
"03/23/2015","W","5,713"
"03/24/2015","W","6,255"
"03/25/2015","W","6,417"
"03/26/2015","W","6,530"
"03/27/2015","W","6,611"
"03/28/2015","A","5,015"
"03/29/2015","U","3,845"
"03/30/2015","W","7,152"
"03/31/2015","W","7,014"
"04/01/2015","W","7,370"
"04/02/2015","W","7,313"
"04/03/2015","W","6,622"
"04/04/2015","A","5,591"
"04/05/2015","U","12,720"
"04/06/2015","W","6,989"
"04/07/2015","W","7,143"
"04/08/2015","W","11,413"
"04/09/2015","W","6,422"
"04/10/2015","W","7,004"
"04/11/2015","A","5,920"
"04/12/2015","U","4,456"
"04/13/2015","W","10,781"
"04/14/2015","W","11,311"
"04/15/2015","W","10,941"
"04/16/2015","W","7,203"
"04/17/2015","W","13,545"
"04/18/2015","A","14,286"
"04/19/2015","U","9,501"
"04/20/2015","W","6,437"
"04/21/2015","W","6,798"
"04/22/2015","W","6,858"
"04/23/2015","W","7,388"
"04/24/2015","W","7,307"
"04/25/2015","A","6,393"
"04/26/2015","U","4,482"
"04/27/2015","W","10,144"
"04/28/2015","W","11,122"
"04/29/2015","W","11,635"
"04/30/2015","W","7,378"
"05/01/2015","W","13,325"
"05/02/2015","A","13,080"
"05/03/2015","U","11,710"
"05/04/2015","W","6,626"
"05/05/2015","W","7,003"
"05/06/2015","W","7,095"
"05/07/2015","W","7,290"
"05/08/2015","W","7,109"
"05/09/2015","A","5,238"
"05/10/2015","U","3,573"
"05/11/2015","W","11,615"
"05/12/2015","W","12,110"
"05/13/2015","W","12,427"
"05/14/2015","W","12,688"
"05/15/2015","W","14,178"
"05/16/2015","A","13,501"
"05/17/2015","U","10,902"
"05/18/2015","W","6,837"
"05/19/2015","W","6,721"
"05/20/2015","W","6,944"
"05/21/2015","W","7,188"
"05/22/2015","W","7,051"
"05/23/2015","A","5,999"
"05/24/2015","U","5,252"
"05/25/2015","U","11,536"
"05/26/2015","W","11,243"
"05/27/2015","W","13,152"
"05/28/2015","W","7,320"
"05/29/2015","W","14,853"
"05/30/2015","A","10,310"
"05/31/2015","U","11,675"
"06/01/2015","W","6,601"
"06/02/2015","W","6,864"
"06/03/2015","W","7,374"
"06/04/2015","W","7,116"
"06/05/2015","W","7,336"
"06/06/2015","A","7,061"
"06/07/2015","U","5,006"
"06/08/2015","W","6,695"
"06/09/2015","W","7,016"
"06/10/2015","W","7,199"
"06/11/2015","W","14,270"
"06/12/2015","W","17,088"
"06/13/2015","A","15,777"
"06/14/2015","U","11,471"
"06/15/2015","W","12,993"
"06/16/2015","W","17,385"
"06/17/2015","W","7,381"
"06/18/2015","W","10,684"
"06/19/2015","W","7,880"
"06/20/2015","A","9,069"
"06/21/2015","U","6,800"
"06/22/2015","W","13,172"
